.
Регион	Наименование опции	Пакет минут	Пакет интернета	Стоимость опции
Алтайский край	300 минут (Домашний регион) и 5 Гб (Домашний регион)	300	5	240
Алтайский край	300 минут (Домашний регион) и 10 Гб (Домашний регион)	300	10	300
Алтайский край	300 минут (Домашний регион) и 15 Гб (Домашний регион)	300	15	360
Алтайский край	300 минут (Домашний регион) и 20 Гб (Домашний регион)	300	20	420
Алтайский край	600 минут (Домашний регион) и 5 Гб (Домашний регион)	600	5	350
Алтайский край	600 минут (Домашний регион) и 10 Гб (Домашний регион)	600	10	410
Алтайский край	600 минут (Домашний регион) и 15 Гб (Домашний регион)	600	15	470
Алтайский край	600 минут (Домашний регион) и 20 Гб (Домашний регион)	600	20	530
Алтайский край	1500 минут (Домашний регион) и 5 Гб (Домашний регион)	1500	5	580
Алтайский край	1500 минут (Домашний регион) и 10 Гб (Домашний регион)	1500	10	640
Алтайский край	1500 минут (Домашний регион) и 15 Гб (Домашний регион)	1500	15	700
Алтайский край	1500 минут (Домашний регион) и 20 Гб (Домашний регион)	1500	20	760
Алтайский край	5000 минут (Домашний регион) и 5 Гб (Домашний регион)	5000	5	1420
Алтайский край	5000 минут (Домашний регион) и 10 Гб (Домашний регион)	5000	10	1480
Алтайский край	5000 минут (Домашний регион) и 15 Гб (Домашний регион)	5000	15	1540
Алтайский край	5000 минут (Домашний регион) и 20 Гб (Домашний регион)	5000	20	1600
Алтайский край	300 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	300	5	260
Алтайский край	300 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	300	10	320
Алтайский край	300 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	300	15	380
Алтайский край	300 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	300	20	440
Алтайский край	600 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	600	5	370
Алтайский край	600 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	600	10	430
Алтайский край	600 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	600	15	490
Алтайский край	600 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	600	20	550
Алтайский край	1500 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	1500	5	600
Алтайский край	1500 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	1500	10	660
Алтайский край	1500 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	1500	15	720
Алтайский край	1500 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	1500	20	780
Алтайский край	5000 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	5000	5	1440
Алтайский край	5000 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1500
Алтайский край	5000 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	5000	15	1560
Алтайский край	5000 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	5000	20	1620
Алтайский край	300 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	300	5	270
Алтайский край	300 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	300	10	330
Алтайский край	300 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	300	15	390
Алтайский край	300 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	300	20	450
Алтайский край	600 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	600	5	420
Алтайский край	600 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	600	10	480
Алтайский край	600 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	600	15	540
Алтайский край	600 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	600	20	600
Алтайский край	1500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	1500	5	720
Алтайский край	1500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	1500	10	780
Алтайский край	1500 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	1500	15	840
Алтайский край	1500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	1500	20	900
Алтайский край	5000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	5000	5	1520
Алтайский край	5000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	5000	10	1580
Алтайский край	5000 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	5000	15	1640
Алтайский край	5000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	5000	20	1700
Алтайский край	300 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	300	5	290
Алтайский край	300 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	300	10	350
Алтайский край	300 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	300	15	410
Алтайский край	300 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	300	20	470
Алтайский край	600 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	600	5	440
Алтайский край	600 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	600	10	500
Алтайский край	600 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	600	15	560
Алтайский край	600 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	600	20	620
Алтайский край	1500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	1500	5	740
Алтайский край	1500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	1500	10	800
Алтайский край	1500 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	1500	15	860
Алтайский край	1500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	1500	20	920
Алтайский край	5000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	5000	5	1540
Алтайский край	5000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1600
Алтайский край	5000 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	5000	15	1660
Алтайский край	5000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	5000	20	1720
Алтайский край	300 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	300	5	290
Алтайский край	300 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	300	10	350
Алтайский край	300 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	300	15	410
Алтайский край	300 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	300	20	470
Алтайский край	600 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	600	5	470
Алтайский край	600 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	600	10	530
Алтайский край	600 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	600	15	590
Алтайский край	600 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	600	20	650
Алтайский край	1500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	1500	5	840
Алтайский край	1500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	1500	10	900
Алтайский край	1500 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	1500	15	960
Алтайский край	1500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	1500	20	1020
Алтайский край	5000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	5000	5	1620
Алтайский край	5000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	5000	10	1680
Алтайский край	5000 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	5000	15	1740
Алтайский край	5000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	5000	20	1800
Алтайский край	300 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	300	5	310
Алтайский край	300 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	300	10	370
Алтайский край	300 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	300	15	430
Алтайский край	300 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	300	20	490
Алтайский край	600 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	600	5	490
Алтайский край	600 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	600	10	550
Алтайский край	600 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	600	15	610
Алтайский край	600 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	600	20	670
Алтайский край	1500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	1500	5	860
Алтайский край	1500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	1500	10	920
Алтайский край	1500 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	1500	15	980
Алтайский край	1500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	1500	20	1040
Алтайский край	5000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	5000	5	1640
Алтайский край	5000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1700
Алтайский край	5000 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	5000	15	1760
Алтайский край	5000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	5000	20	1820
Амурская область	300 минут (Домашний регион) и 5 Гб (Домашний регион)	300	5	320
Амурская область	300 минут (Домашний регион) и 10 Гб (Домашний регион)	300	10	420
Амурская область	300 минут (Домашний регион) и 15 Гб (Домашний регион)	300	15	700
Амурская область	300 минут (Домашний регион) и 20 Гб (Домашний регион)	300	20	1000
Амурская область	700 минут (Домашний регион) и 5 Гб (Домашний регион)	700	5	470
Амурская область	700 минут (Домашний регион) и 10 Гб (Домашний регион)	700	10	570
Амурская область	700 минут (Домашний регион) и 15 Гб (Домашний регион)	700	15	850
Амурская область	700 минут (Домашний регион) и 20 Гб (Домашний регион)	700	20	1150
Амурская область	2000 минут (Домашний регион) и 5 Гб (Домашний регион)	2000	5	720
Амурская область	2000 минут (Домашний регион) и 10 Гб (Домашний регион)	2000	10	820
Амурская область	2000 минут (Домашний регион) и 15 Гб (Домашний регион)	2000	15	1100
Амурская область	2000 минут (Домашний регион) и 20 Гб (Домашний регион)	2000	20	1400
Амурская область	5000 минут (Домашний регион) и 5 Гб (Домашний регион)	5000	5	1020
Амурская область	5000 минут (Домашний регион) и 10 Гб (Домашний регион)	5000	10	1120
Амурская область	5000 минут (Домашний регион) и 15 Гб (Домашний регион)	5000	15	1400
Амурская область	5000 минут (Домашний регион) и 20 Гб (Домашний регион)	5000	20	1700
Амурская область	300 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	300	5	330
Амурская область	300 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	300	10	430
Амурская область	300 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	300	15	720
Амурская область	300 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	300	20	1050
Амурская область	700 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	700	5	480
Амурская область	700 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	700	10	580
Амурская область	700 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	700	15	870
Амурская область	700 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	700	20	1200
Амурская область	2000 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	2000	5	730
Амурская область	2000 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	2000	10	830
Амурская область	2000 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	2000	15	1120
Амурская область	2000 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	2000	20	1450
Амурская область	5000 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	5000	5	1030
Амурская область	5000 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1130
Амурская область	5000 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	5000	15	1420
Амурская область	5000 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	5000	20	1750
Амурская область	300 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	300	5	350
Амурская область	300 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	300	10	450
Амурская область	300 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	300	15	730
Амурская область	300 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	300	20	1030
Амурская область	700 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	700	5	510
Амурская область	700 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	700	10	610
Амурская область	700 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	700	15	890
Амурская область	700 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	700	20	1190
Амурская область	2000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	2000	5	830
Амурская область	2000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	2000	10	930
Амурская область	2000 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	2000	15	1210
Амурская область	2000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	2000	20	1510
Амурская область	5000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	5000	5	1370
Амурская область	5000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	5000	10	1470
Амурская область	5000 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	5000	15	1750
Амурская область	5000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	5000	20	2050
Амурская область	300 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	300	5	360
Амурская область	300 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	300	10	460
Амурская область	300 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	300	15	750
Амурская область	300 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	300	20	1080
Амурская область	700 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	700	5	520
Амурская область	700 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	700	10	620
Амурская область	700 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	700	15	910
Амурская область	700 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	700	20	1240
Амурская область	2000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	2000	5	840
Амурская область	2000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	2000	10	940
Амурская область	2000 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	2000	15	1230
Амурская область	2000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	2000	20	1560
Амурская область	5000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	5000	5	1380
Амурская область	5000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1480
Амурская область	5000 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	5000	15	1770
Амурская область	5000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	5000	20	2100
Амурская область	300 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	300	5	370
Амурская область	300 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	300	10	470
Амурская область	300 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	300	15	750
Амурская область	300 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	300	20	1050
Амурская область	700 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	700	5	520
Амурская область	700 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	700	10	620
Амурская область	700 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	700	15	900
Амурская область	700 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	700	20	1200
Амурская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	2000	5	860
Амурская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	2000	10	960
Амурская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	2000	15	1240
Амурская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	2000	20	1540
Амурская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	5000	5	1420
Амурская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	5000	10	1520
Амурская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	5000	15	1800
Амурская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	5000	20	2100
Амурская область	300 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	300	5	380
Амурская область	300 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	300	10	480
Амурская область	300 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	300	15	770
Амурская область	300 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	300	20	1100
Амурская область	700 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	700	5	530
Амурская область	700 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	700	10	630
Амурская область	700 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	700	15	920
Амурская область	700 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	700	20	1250
Амурская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	2000	5	870
Амурская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	2000	10	970
Амурская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	2000	15	1260
Амурская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	2000	20	1590
Амурская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	5000	5	1430
Амурская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1530
Амурская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	5000	15	1820
Амурская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	5000	20	2150
Архангельская область	300 минут (Домашний регион) и 3 Гб (Домашний регион)	300	3	250
Архангельская область	300 минут (Домашний регион) и 6 Гб (Домашний регион)	300	6	350
Архангельская область	300 минут (Домашний регион) и 10 Гб (Домашний регион)	300	10	450
Архангельская область	300 минут (Домашний регион) и 20 Гб (Домашний регион)	300	20	700
Архангельская область	600 минут (Домашний регион) и 3 Гб (Домашний регион)	600	3	390
Архангельская область	600 минут (Домашний регион) и 6 Гб (Домашний регион)	600	6	490
Архангельская область	600 минут (Домашний регион) и 10 Гб (Домашний регион)	600	10	590
Архангельская область	600 минут (Домашний регион) и 20 Гб (Домашний регион)	600	20	840
Архангельская область	1500 минут (Домашний регион) и 3 Гб (Домашний регион)	1500	3	650
Архангельская область	1500 минут (Домашний регион) и 6 Гб (Домашний регион)	1500	6	750
Архангельская область	1500 минут (Домашний регион) и 10 Гб (Домашний регион)	1500	10	850
Архангельская область	1500 минут (Домашний регион) и 20 Гб (Домашний регион)	1500	20	1100
Архангельская область	5000 минут (Домашний регион) и 3 Гб (Домашний регион)	5000	3	1000
Архангельская область	5000 минут (Домашний регион) и 6 Гб (Домашний регион)	5000	6	1100
Архангельская область	5000 минут (Домашний регион) и 10 Гб (Домашний регион)	5000	10	1200
Архангельская область	5000 минут (Домашний регион) и 20 Гб (Домашний регион)	5000	20	1450
Архангельская область	300 минут (Домашний регион) и 3 Гб (Домашний регион + Поездки по России)	300	3	290
Архангельская область	300 минут (Домашний регион) и 6 Гб (Домашний регион + Поездки по России)	300	6	390
Архангельская область	300 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	300	10	500
Архангельская область	300 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	300	20	770
Архангельская область	600 минут (Домашний регион) и 3 Гб (Домашний регион + Поездки по России)	600	3	430
Архангельская область	600 минут (Домашний регион) и 6 Гб (Домашний регион + Поездки по России)	600	6	530
Архангельская область	600 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	600	10	640
Архангельская область	600 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	600	20	910
Архангельская область	1500 минут (Домашний регион) и 3 Гб (Домашний регион + Поездки по России)	1500	3	690
Архангельская область	1500 минут (Домашний регион) и 6 Гб (Домашний регион + Поездки по России)	1500	6	790
Архангельская область	1500 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	1500	10	900
Архангельская область	1500 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	1500	20	1170
Архангельская область	5000 минут (Домашний регион) и 3 Гб (Домашний регион + Поездки по России)	5000	3	1040
Архангельская область	5000 минут (Домашний регион) и 6 Гб (Домашний регион + Поездки по России)	5000	6	1140
Архангельская область	5000 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1250
Архангельская область	5000 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	5000	20	1520
Архангельская область	300 минут (Домашний регион + Межгород) и 3 Гб (Домашний регион)	300	3	300
Архангельская область	300 минут (Домашний регион + Межгород) и 6 Гб (Домашний регион)	300	6	400
Архангельская область	300 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	300	10	500
Архангельская область	300 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	300	20	750
Архангельская область	600 минут (Домашний регион + Межгород) и 3 Гб (Домашний регион)	600	3	470
Архангельская область	600 минут (Домашний регион + Межгород) и 6 Гб (Домашний регион)	600	6	570
Архангельская область	600 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	600	10	670
Архангельская область	600 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	600	20	920
Архангельская область	1500 минут (Домашний регион + Межгород) и 3 Гб (Домашний регион)	1500	3	690
Архангельская область	1500 минут (Домашний регион + Межгород) и 6 Гб (Домашний регион)	1500	6	790
Архангельская область	1500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	1500	10	890
Архангельская область	1500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	1500	20	1140
Архангельская область	5000 минут (Домашний регион + Межгород) и 3 Гб (Домашний регион)	5000	3	1100
Архангельская область	5000 минут (Домашний регион + Межгород) и 6 Гб (Домашний регион)	5000	6	1200
Архангельская область	5000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	5000	10	1300
Архангельская область	5000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	5000	20	1550
Архангельская область	300 минут (Домашний регион + Межгород) и 3 Гб (Домашний регион + Поездки по России)	300	3	340
Архангельская область	300 минут (Домашний регион + Межгород) и 6 Гб (Домашний регион + Поездки по России)	300	6	440
Архангельская область	300 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	300	10	550
Архангельская область	300 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	300	20	820
Архангельская область	600 минут (Домашний регион + Межгород) и 3 Гб (Домашний регион + Поездки по России)	600	3	510
Архангельская область	600 минут (Домашний регион + Межгород) и 6 Гб (Домашний регион + Поездки по России)	600	6	610
Архангельская область	600 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	600	10	720
Архангельская область	600 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	600	20	990
Архангельская область	1500 минут (Домашний регион + Межгород) и 3 Гб (Домашний регион + Поездки по России)	1500	3	730
Архангельская область	1500 минут (Домашний регион + Межгород) и 6 Гб (Домашний регион + Поездки по России)	1500	6	830
Архангельская область	1500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	1500	10	940
Архангельская область	1500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	1500	20	1210
Архангельская область	5000 минут (Домашний регион + Межгород) и 3 Гб (Домашний регион + Поездки по России)	5000	3	1140
Архангельская область	5000 минут (Домашний регион + Межгород) и 6 Гб (Домашний регион + Поездки по России)	5000	6	1240
Архангельская область	5000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1350
Архангельская область	5000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	5000	20	1620
Архангельская область	300 минут (Домашний регион + Межгород + Поездки по России) и 3 Гб (Домашний регион)	300	3	370
Архангельская область	300 минут (Домашний регион + Межгород + Поездки по России) и 6 Гб (Домашний регион)	300	6	470
Архангельская область	300 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	300	10	570
Архангельская область	300 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	300	20	820
